age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
34,40,Private,HS-grad,Married,Service,White,Male,0
60,38,Private,Some-college,Married,Service,White,Male,0
58,60,Private,HS-grad,Married,White-Collar,White,Male,1
51,20,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
38,24,Private,Bachelors,Divorced,Service,White,Female,0
28,40,Private,Bachelors,Married,Sales,White,Male,0
25,40,Private,School,Married,Blue-Collar,White,Male,0
35,50,Self-Employed,Prof-school,Married,Professional,White,Male,1
36,32,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Female,0
31,50,Self-Employed,Assoc,Married,Blue-Collar,White,Male,1
44,40,Government,Assoc,Married,White-Collar,White,Male,1
62,40,Government,Assoc,Widowed,Professional,White,Female,0
49,45,Private,Assoc,Married,Sales,White,Male,0
38,80,Self-Employed,Some-college,Married,White-Collar,White,Male,1
57,50,Private,Some-college,Married,Sales,White,Male,1
17,12,Private,School,Single,Blue-Collar,Other,Male,0
28,35,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,0
37,50,Private,Bachelors,Married,White-Collar,White,Male,1
31,45,Private,Some-college,Married,Blue-Collar,White,Male,0
58,40,Self-Employed,School,Married,Blue-Collar,White,Male,0
35,8,Private,Bachelors,Married,Professional,White,Female,1
36,40,Private,HS-grad,Single,White-Collar,Other,Male,0
33,40,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,1
49,43,Private,Bachelors,Married,White-Collar,White,Female,0
31,24,Government,School,Single,Service,White,Male,0
22,40,Private,Some-college,Single,Blue-Collar,Other,Female,0
23,25,Private,Some-college,Single,White-Collar,White,Female,0
25,40,Private,Bachelors,Single,Sales,Other,Male,0
28,40,Private,School,Divorced,Service,White,Female,0
27,45,Private,Masters,Single,White-Collar,White,Male,0
67,16,Private,School,Married,Blue-Collar,White,Male,0
61,35,Self-Employed,Prof-school,Married,Professional,White,Male,1
69,32,Private,HS-grad,Divorced,Service,White,Female,0
41,50,Private,HS-grad,Single,Blue-Collar,White,Male,0
51,40,Private,Some-college,Married,Blue-Collar,White,Male,0
19,15,Government,Some-college,Single,White-Collar,White,Male,0
18,40,Other/Unknown,School,Single,Other/Unknown,Other,Male,0
56,40,Government,Some-college,Separated,Service,Other,Male,0
30,40,Government,HS-grad,Single,Service,Other,Female,0
63,40,Private,Some-college,Widowed,Service,White,Female,0
43,40,Private,Some-college,Married,Blue-Collar,White,Male,0
49,45,Private,Bachelors,Single,Professional,White,Female,0
28,15,Private,Bachelors,Married,Service,White,Female,0
20,20,Private,Some-college,Single,White-Collar,White,Female,0
35,35,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
38,40,Private,School,Divorced,Blue-Collar,Other,Female,0
41,45,Government,HS-grad,Divorced,White-Collar,White,Female,0
21,50,Private,HS-grad,Married,Blue-Collar,White,Male,0
27,34,Private,Some-college,Single,Service,White,Female,0
75,35,Private,Some-college,Married,White-Collar,White,Male,1
43,40,Private,Assoc,Divorced,Blue-Collar,White,Male,0
22,25,Private,School,Single,Blue-Collar,White,Male,0
36,40,Private,Assoc,Married,White-Collar,White,Male,1
78,40,Other/Unknown,School,Married,Other/Unknown,White,Male,0
29,40,Private,HS-grad,Married,Professional,White,Male,0
41,45,Private,Bachelors,Single,Professional,White,Female,0
78,40,Private,Masters,Widowed,Blue-Collar,Other,Male,0
54,40,Private,School,Married,Blue-Collar,White,Male,1
21,40,Private,School,Separated,Blue-Collar,White,Male,0
44,50,Private,Bachelors,Married,Sales,White,Male,1
48,50,Government,Bachelors,Married,Professional,White,Female,1
20,20,Private,HS-grad,Single,Sales,Other,Female,0
31,40,Private,HS-grad,Single,Blue-Collar,White,Female,0
34,40,Private,Assoc,Divorced,Service,Other,Female,0
36,40,Private,Some-college,Married,Blue-Collar,White,Male,0
24,25,Private,Bachelors,Single,Professional,White,Male,0
68,40,Private,Bachelors,Married,Professional,White,Male,1
23,40,Government,Some-college,Married,White-Collar,Other,Male,0
21,40,Private,HS-grad,Single,Service,White,Female,0
20,30,Self-Employed,HS-grad,Single,Blue-Collar,White,Female,0
37,25,Private,School,Married,Blue-Collar,White,Male,0
63,35,Private,Assoc,Married,White-Collar,White,Female,0
44,40,Private,Assoc,Married,Blue-Collar,White,Male,1
29,58,Private,Some-college,Divorced,Service,White,Male,0
52,40,Other/Unknown,School,Married,Other/Unknown,White,Male,0
35,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
24,40,Private,Some-college,Single,Blue-Collar,White,Male,0
55,20,Private,Masters,Married,Service,White,Male,1
37,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
25,40,Government,Some-college,Single,Service,Other,Male,0
19,20,Private,Some-college,Single,Service,White,Female,0
41,50,Private,HS-grad,Single,Sales,White,Female,0
22,25,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,0
56,40,Private,HS-grad,Divorced,Service,White,Male,0
18,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
23,40,Private,Some-college,Single,Service,Other,Male,0
39,25,Private,HS-grad,Married,White-Collar,White,Female,0
31,45,Self-Employed,Bachelors,Single,Professional,White,Male,1
40,50,Private,Some-college,Married,Blue-Collar,White,Male,1
61,40,Other/Unknown,School,Married,Other/Unknown,White,Male,1
32,45,Private,HS-grad,Single,Sales,White,Female,0
27,40,Government,HS-grad,Married,Service,White,Female,0
64,40,Government,School,Single,White-Collar,White,Male,0
44,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
32,50,Private,Some-college,Married,Blue-Collar,White,Male,0
41,40,Government,Some-college,Single,Service,White,Male,0
30,40,Private,HS-grad,Married,Sales,White,Male,0
42,40,Private,School,Married,Blue-Collar,White,Male,0
34,20,Private,Assoc,Single,Professional,White,Female,0
63,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
42,40,Private,Masters,Single,Professional,White,Female,0
32,60,Private,HS-grad,Married,Blue-Collar,White,Male,1
48,42,Private,Assoc,Divorced,White-Collar,White,Female,0
20,25,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
27,58,Government,Assoc,Single,White-Collar,White,Female,0
46,40,Government,Masters,Divorced,Professional,Other,Male,0
26,20,Private,Bachelors,Single,Sales,Other,Male,0
19,18,Private,Some-college,Single,White-Collar,White,Female,0
32,45,Government,Bachelors,Married,Service,White,Male,1
30,50,Private,HS-grad,Single,Blue-Collar,White,Male,0
71,40,Private,School,Widowed,White-Collar,White,Male,1
32,2,Private,Bachelors,Married,White-Collar,White,Female,0
50,20,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
43,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
59,52,Private,Some-college,Divorced,White-Collar,White,Female,0
58,40,Private,Bachelors,Widowed,White-Collar,White,Male,1
58,20,Private,HS-grad,Married,Blue-Collar,Other,Male,1
44,40,Private,Bachelors,Married,Sales,White,Male,1
49,6,Private,School,Married,Service,White,Female,0
25,20,Government,Some-college,Single,Blue-Collar,White,Male,0
58,40,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
40,5,Other/Unknown,School,Divorced,Other/Unknown,White,Female,0
35,40,Private,School,Divorced,Service,White,Female,0
41,48,Private,Some-college,Widowed,White-Collar,Other,Female,0
28,40,Private,HS-grad,Married,White-Collar,White,Male,0
38,70,Private,HS-grad,Divorced,Service,White,Female,0
17,20,Private,School,Single,Service,White,Female,0
25,45,Private,School,Single,Blue-Collar,White,Male,0
38,40,Private,School,Married,Blue-Collar,White,Male,0
32,50,Private,Some-college,Married,White-Collar,White,Male,0
25,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
54,40,Government,School,Married,White-Collar,White,Male,0
50,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
50,40,Government,Some-college,Divorced,White-Collar,White,Female,0
46,45,Private,Masters,Divorced,White-Collar,White,Female,0
40,40,Private,HS-grad,Divorced,Service,Other,Male,0
21,35,Private,HS-grad,Single,Service,White,Male,0
43,99,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
46,30,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
27,40,Private,Assoc,Single,Professional,White,Male,0
28,5,Government,Assoc,Single,Blue-Collar,White,Male,0
44,42,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,0
33,38,Private,HS-grad,Married,Service,Other,Female,0
44,40,Private,HS-grad,Married,Blue-Collar,White,Female,0
72,17,Private,Bachelors,Married,Service,White,Male,0
25,40,Private,Some-college,Married,Blue-Collar,White,Male,0
29,40,Private,Some-college,Married,Blue-Collar,White,Male,0
51,70,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
29,40,Private,HS-grad,Single,Blue-Collar,White,Female,0
33,32,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,0
65,20,Private,Bachelors,Married,Blue-Collar,White,Male,0
35,55,Self-Employed,Masters,Married,White-Collar,White,Male,1
42,38,Private,Some-college,Married,Blue-Collar,White,Male,0
25,40,Private,Bachelors,Single,Sales,Other,Female,0
26,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
49,40,Private,School,Divorced,Blue-Collar,White,Female,0
44,44,Private,School,Divorced,Sales,White,Female,0
27,45,Private,Masters,Married,White-Collar,White,Male,1
36,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
28,40,Private,Some-college,Married,Blue-Collar,White,Male,0
42,45,Private,Bachelors,Divorced,Sales,White,Male,0
26,45,Private,HS-grad,Married,White-Collar,White,Male,0
64,4,Other/Unknown,Some-college,Widowed,Other/Unknown,White,Male,0
30,25,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
53,40,Private,HS-grad,Divorced,Service,Other,Male,0
44,40,Private,School,Divorced,Blue-Collar,Other,Male,0
48,8,Private,HS-grad,Married,Professional,White,Female,0
36,45,Government,HS-grad,Married,White-Collar,White,Male,1
49,16,Private,School,Married,Service,Other,Female,0
33,16,Private,Some-college,Single,Professional,White,Female,0
34,60,Private,Assoc,Single,White-Collar,Other,Female,1
23,40,Private,Some-college,Single,Blue-Collar,White,Male,0
43,72,Private,Some-college,Married,Sales,White,Male,1
44,60,Private,School,Married,Blue-Collar,White,Male,0
44,24,Private,Masters,Married,White-Collar,White,Female,1
37,60,Self-Employed,Some-college,Married,Sales,White,Male,1
44,25,Government,Some-college,Divorced,Professional,White,Female,0
31,40,Government,Bachelors,Divorced,Professional,White,Male,0
40,40,Private,Assoc,Divorced,Service,White,Female,0
24,40,Government,Some-college,Single,White-Collar,White,Female,0
37,45,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
21,20,Private,Some-college,Single,White-Collar,Other,Female,0
36,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
37,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
23,50,Private,Bachelors,Single,Blue-Collar,White,Male,0
22,37,Private,Assoc,Single,White-Collar,White,Female,0
48,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
30,35,Private,Some-college,Divorced,White-Collar,White,Female,0
63,18,Government,Some-college,Married,Service,White,Male,1
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
45,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
41,50,Private,HS-grad,Single,Sales,White,Female,0
44,40,Private,Some-college,Single,White-Collar,Other,Female,0
25,40,Private,Assoc,Single,Professional,White,Female,0
28,40,Private,Some-college,Single,Service,White,Female,0
25,40,Private,Bachelors,Married,Professional,White,Male,0
28,20,Private,HS-grad,Single,Blue-Collar,White,Male,0
36,50,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,0
37,48,Private,Some-college,Married,Sales,White,Male,1
42,45,Self-Employed,Bachelors,Married,White-Collar,White,Male,0
66,40,Private,School,Married,Blue-Collar,White,Male,0
27,35,Private,School,Married,Sales,Other,Male,0
49,40,Government,Prof-school,Divorced,White-Collar,White,Female,0
25,70,Private,Bachelors,Single,Professional,White,Male,0
49,40,Private,Some-college,Married,White-Collar,White,Male,1
34,40,Private,Assoc,Divorced,Service,White,Female,0
19,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
32,55,Self-Employed,Bachelors,Single,White-Collar,White,Male,0
30,30,Private,Masters,Single,Professional,Other,Male,0
47,50,Private,HS-grad,Married,Sales,White,Male,1
58,40,Private,Some-college,Married,Blue-Collar,White,Male,1
20,15,Private,HS-grad,Single,Service,Other,Female,0
23,66,Private,Bachelors,Single,Service,White,Male,0
24,38,Private,HS-grad,Single,Sales,White,Male,0
25,40,Private,School,Married,Blue-Collar,White,Male,0
20,36,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
36,50,Self-Employed,Bachelors,Single,Sales,Other,Female,0
42,40,Private,HS-grad,Widowed,Sales,White,Male,0
23,36,Private,School,Single,Blue-Collar,White,Male,0
50,60,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
38,40,Private,Assoc,Single,White-Collar,Other,Female,0
47,40,Government,Doctorate,Married,Professional,White,Male,1
32,15,Private,School,Single,Service,White,Female,0
51,35,Government,Some-college,Divorced,White-Collar,White,Female,0
30,35,Private,HS-grad,Single,Service,White,Female,0
49,50,Self-Employed,Some-college,Married,Sales,White,Male,0
30,35,Private,Assoc,Married,White-Collar,White,Female,0
41,40,Private,School,Single,Blue-Collar,White,Male,0
31,40,Private,HS-grad,Divorced,Service,White,Female,0
21,40,Private,Assoc,Single,Blue-Collar,White,Male,0
37,40,Private,Assoc,Married,White-Collar,White,Male,0
44,40,Private,Masters,Married,Professional,White,Male,1
58,40,Private,School,Married,Blue-Collar,White,Male,1
21,50,Private,HS-grad,Single,Blue-Collar,White,Male,0
45,40,Private,Bachelors,Single,White-Collar,Other,Female,1
25,40,Government,HS-grad,Divorced,Service,White,Female,0
31,40,Government,HS-grad,Married,Blue-Collar,Other,Male,0
35,20,Private,Some-college,Married,White-Collar,White,Female,1
20,10,Private,Some-college,Single,White-Collar,White,Female,0
25,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,60,Private,HS-grad,Single,Blue-Collar,White,Male,0
56,40,Private,School,Married,Blue-Collar,White,Male,0
27,40,Government,Some-college,Single,Service,White,Male,1
29,40,Self-Employed,Bachelors,Separated,Professional,White,Male,0
53,50,Self-Employed,Some-college,Married,Sales,White,Male,1
38,40,Private,Some-college,Married,Blue-Collar,Other,Male,0
20,45,Private,Some-college,Single,Service,White,Male,0
60,60,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
30,45,Private,HS-grad,Married,Service,White,Female,0
24,40,Private,HS-grad,Single,Sales,White,Female,0
26,40,Private,Assoc,Single,Service,Other,Male,0
25,40,Private,Bachelors,Single,Professional,White,Female,0
39,40,Private,Masters,Married,Professional,Other,Male,1
42,44,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
27,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
51,40,Private,HS-grad,Single,White-Collar,Other,Female,0
31,50,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
35,50,Private,Bachelors,Single,White-Collar,White,Female,1
36,45,Private,Assoc,Married,Blue-Collar,White,Male,0
48,50,Private,School,Married,White-Collar,White,Male,0
45,40,Private,Bachelors,Single,Professional,White,Male,1
37,45,Self-Employed,HS-grad,Married,Sales,White,Male,0
31,50,Private,School,Single,Sales,White,Male,0
42,80,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,1
47,40,Government,School,Divorced,Service,White,Female,0
48,70,Private,HS-grad,Married,White-Collar,White,Male,1
43,50,Government,Prof-school,Divorced,Professional,White,Male,0
46,40,Government,HS-grad,Married,Service,Other,Female,0
18,45,Private,HS-grad,Single,Service,White,Female,0
38,24,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
41,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
47,50,Private,Some-college,Married,White-Collar,White,Male,1
49,40,Private,HS-grad,Single,Blue-Collar,Other,Female,0
27,40,Private,School,Single,Service,White,Male,0
27,40,Private,Masters,Single,Blue-Collar,White,Female,0
50,47,Private,School,Separated,White-Collar,Other,Female,0
50,45,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,0
48,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
63,40,Government,Some-college,Divorced,White-Collar,White,Female,0
35,30,Private,HS-grad,Married,Blue-Collar,White,Male,0
43,45,Self-Employed,Bachelors,Married,Sales,White,Male,1
39,40,Government,HS-grad,Single,Service,Other,Female,0
25,50,Private,Bachelors,Single,Sales,White,Female,0
37,60,Private,Masters,Separated,White-Collar,White,Male,1
50,55,Private,Bachelors,Divorced,White-Collar,White,Male,1
33,52,Private,Some-college,Single,Professional,White,Male,0
27,40,Private,HS-grad,Divorced,Sales,White,Female,0
34,40,Government,Some-college,Separated,White-Collar,White,Female,0
50,60,Private,Masters,Married,Professional,White,Male,0
31,40,Private,Assoc,Divorced,Service,Other,Female,0
52,55,Government,Bachelors,Widowed,White-Collar,White,Female,0
58,50,Private,School,Divorced,Blue-Collar,Other,Male,0
27,37,Private,HS-grad,Divorced,Sales,White,Female,0
58,40,Government,Masters,Married,White-Collar,White,Male,1
30,40,Government,School,Married,Service,White,Male,0
23,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
20,40,Private,Some-college,Single,Blue-Collar,White,Male,0
21,25,Private,Some-college,Single,Service,White,Male,0
36,40,Government,Masters,Married,Professional,White,Female,0
30,26,Government,HS-grad,Separated,Service,White,Female,0
34,40,Private,Assoc,Married,Blue-Collar,White,Male,0
32,40,Private,HS-grad,Separated,White-Collar,White,Female,0
24,48,Private,HS-grad,Married,Sales,White,Male,0
33,40,Private,Assoc,Married,Sales,White,Male,0
42,45,Private,Some-college,Married,Blue-Collar,White,Male,1
